,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,-1256.1657170520689,-478.42556891503114,-542.6203841167785,0,6
1,-1027.4633391357677,-494.6368533420638,-549.8836594156005,0,8
2,-1665.6426070286263,-501.6617886095994,-545.5421688376231,1,1
3,-1647.72612265699,-499.17033169765807,-541.5443687383088,1,5
4,-1888.760544431916,-490.3257461942252,-551.1245298308648,1,21
5,-2057.284484152656,-504.1820652734559,-548.2771413647923,1,22
6,-1724.2433129220026,-498.70340137578734,-544.2724361543834,2,0
7,-2645.648480222337,-496.1828249086957,-550.890631802725,2,16
8,-1900.9651001601953,-494.785337214226,-540.1993200665283,3,0
9,-2075.56439440075,-498.51792104688263,-551.9754461843637,3,3
10,-1985.5497081427668,-484.80550303889447,-541.5702194301701,3,5
11,-3012.353047507021,-494.11542567222153,-534.0691522235251,3,10
12,-3559.5603595412585,-500.05641797371555,-543.9998538162359,4,10
13,-3386.618467543573,-494.92235361428226,-548.7513892831829,4,14
14,-3222.098324862226,-484.51121473065217,-555.09825159966,4,22
15,-2781.675447948793,-478.8978716914643,-544.5214893575746,5,6
16,-3796.8171634914147,-497.40003103690503,-540.4356518342212,5,12
17,-3766.328795726474,-489.0898709766703,-552.1885540261202,6,19
18,-3079.721013297461,-506.5497642968505,-540.9346078113992,7,5
19,-3859.8837751710225,-505.9885259010728,-551.8927852090794,7,7
20,-4041.0633960314144,-496.9397561165906,-535.2587191427858,7,9
21,-4081.9023533166765,-489.2495179475413,-557.1020292177536,7,10
22,-3891.6903748714285,-493.00489163734875,-551.7338592337032,7,17
23,-3976.1239422245117,-503.31983048800276,-539.2414117231974,7,18
24,-2507.9746110889387,-506.5568169670168,-545.6863195048918,7,24
25,-3943.3635864878293,-497.74141148941953,-551.0055661968834,8,7
26,-2700.6754782772787,-500.56502713961845,-544.2375207308867,8,23
27,-2225.0232404674525,-481.21630215745364,-541.6079493239206,8,24
28,-1146.9341569388864,-501.1030692507657,-540.0246283080603,9,0
29,-3778.9265066593816,-494.7368475560763,-547.528447219623,9,13
30,-3505.611967700705,-498.5637083010821,-557.5097067113962,10,5
31,-3632.0621225608115,-488.3290717528994,-551.2430885442807,10,6
32,-2311.8869589404826,-495.95254976305847,-550.8724057147024,11,2
33,-2751.159471214668,-488.4058992609516,-545.112011740726,11,3
34,-3396.09341184731,-503.40983309529304,-537.4346424618168,11,9
35,-1873.3592629110062,-501.68476357394235,-540.0199118850102,12,1
36,-3128.2169815627567,-496.1594422700331,-547.5533290779459,12,5
37,-3649.7257167765474,-488.6738609200088,-550.058607322524,12,18
38,-2982.3394803161254,-496.3785826452595,-548.1664204703707,12,20
39,-2692.539907750955,-494.5571364280433,-541.9551992132729,12,21
40,-2373.7425246808493,-495.301059790116,-542.8963189870003,12,23
41,-1944.5490688035777,-495.2496865710133,-538.0061942233539,13,1
42,-2803.3183270705977,-506.14708633969764,-539.3733009298079,13,4
43,-2973.212299008008,-502.97047683627335,-545.7814271613478,13,7
44,-3151.7812352435085,-515.6546436273394,-553.8521674359737,13,8
45,-2573.0037679982684,-503.2213388523273,-569.396940863124,13,23
46,-2268.664943794864,-503.40202334655277,-550.7196390174128,15,3
47,-3136.022305993213,-511.17825012413294,-541.0742973272535,15,18
48,-1845.8443610929664,-499.3654156505994,-549.3859408261693,16,1
49,-2019.2802545989284,-489.0878040169611,-532.1330308018655,16,3
50,-2949.520920719497,-489.2801498732271,-542.1126247439946,16,7
51,-1561.9563702594435,-486.09243422785005,-553.6267263055057,17,0
52,-3179.614143156194,-492.5752135061277,-552.887694039902,17,7
53,-3927.8709650628603,-496.53939958841903,-531.2875898585813,17,11
54,-3762.139604117258,-494.8722808185923,-559.285384035696,17,13
55,-3398.4879797161016,-513.8012040000376,-543.5442510360574,18,14
56,-3625.1718822253383,-496.94889039136604,-551.7342401342439,18,20
57,-2434.7569801535055,-491.04006927033515,-541.8222139204382,19,4
58,-3690.259488051011,-499.3992501253642,-539.6481260180785,19,8
59,-3261.9090928343453,-499.4885182742882,-550.8600836411483,19,22
60,-3089.8485157354307,-496.914783300711,-552.6141354147496,20,5
61,-3070.705813178432,-485.7060040241892,-528.7186090775164,20,22
62,-3517.545706933985,-504.28779999456174,-553.7525220115139,21,7
63,-3956.6625253170087,-510.04031893254626,-540.6032423301956,21,18
64,-3107.9082779364635,-499.997957542325,-549.4599989268314,22,4
65,-3060.69777128516,-515.5612756474202,-557.1583358118861,23,22
