,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,128.83443936264598,-92.73051018491775,264.24781428222747,0,10
1,71.64991783968891,-105.54751049426339,249.91395419143043,0,11
2,437.62360697230287,-87.40138293608321,255.59054203155077,2,6
3,283.19548340741983,-114.32855298244309,246.62510817401338,2,17
4,528.8813475440245,-99.40092847142745,250.29724035566286,3,6
5,483.96250171077634,-101.47089182752592,245.92090355776676,3,13
6,292.21293324942604,-91.43349506135799,252.1422201462979,4,1
7,466.91133340122457,-101.17931385241444,256.7462657711493,4,3
8,586.4843390356189,-93.98970459937978,249.52168938128898,4,5
9,632.5092288859952,-99.82555167818713,248.5898119653417,4,7
10,418.16774462513285,-109.71722353319885,250.58706601369335,4,19
11,289.43258002701043,-90.52887552389029,248.41313625014052,4,21
12,719.2919653489686,-111.51528419396963,249.5447685781425,5,12
13,690.5039947154802,-98.28979498012372,245.10287951755072,5,16
14,525.9207382662591,-98.59302808728604,260.8117896448651,5,19
15,513.2645324318443,-98.37473979916017,248.29796953136184,6,19
16,333.83183965710396,-98.64748993284175,256.9235846021896,6,21
17,18.73840715882912,-93.29301979349367,247.8029496251424,6,24
18,700.7271789614736,-90.0267116270594,250.58432471200828,7,5
19,711.0550358888318,-94.62187884619678,257.8188834838557,8,5
20,684.0265468538988,-114.3507052752863,235.7168200173308,8,7
21,898.2424787725203,-95.15137585050486,250.39394875575903,8,9
22,746.1797627876234,-100.63233869465833,257.4327364514413,8,17
23,122.33262513284077,-112.14590539576224,241.25772640708786,9,0
24,991.9752544585302,-94.1713735312931,252.29063324275964,9,13
25,283.24489749010564,-92.93606669535734,262.47549870768853,9,22
26,820.3688794365004,-87.49488237905122,252.347153461782,10,16
27,706.2555254938675,-98.57241525917985,252.15925020468035,10,17
28,768.8855289419802,-106.50447796954822,248.04054611183108,11,7
29,854.3763329421954,-106.95540420759117,250.74094063821195,11,8
30,581.5514895778979,-91.87263882259114,257.4990799891193,11,19
31,899.0854768507138,-96.24253848944446,259.1634561287853,12,8
32,577.6036781141773,-91.54369594959758,237.81591706942123,12,18
33,872.3747312954832,-104.1986349064302,253.7965466112069,13,10
34,646.2712128407762,-99.31975400613308,238.42180572186078,13,16
35,278.6059229408707,-97.32287275294804,254.56332473882551,13,21
36,796.0767343724326,-102.0255517247372,255.6502594319575,14,12
37,649.0421116544444,-96.86452075460377,253.9862720331935,14,17
38,626.6072164049313,-103.92783135365374,254.06903326625292,15,6
39,-0.7995248760903195,-110.6283280853698,240.4301043991634,16,1
40,305.0120034361192,-98.82776437881208,246.68526990832535,16,3
41,447.3655613006592,-86.17148123340735,247.9927204360977,16,4
42,581.057324710854,-98.15711787725333,250.1955851038964,16,6
43,757.7286680934541,-83.13811635928755,253.80653342749395,16,12
44,444.1617430556175,-106.78693505363773,247.5884443909527,16,18
45,-115.96362216146103,-90.68788995113232,254.13122808947412,16,23
46,290.6256794436547,-96.12844933977208,240.51295504762544,17,3
47,424.939165158314,-89.81314630122276,239.74550851312074,17,18
48,81.8707668995682,-105.12005087357504,264.5199976539179,18,1
49,189.93926058123205,-97.93457537026589,246.3069800346253,18,2
50,-289.95431593050927,-107.57011877649134,249.7344059947077,18,24
51,89.45307325222385,-104.91094111140114,254.09392841596085,19,1
52,89.87672232668211,-94.03480008350172,259.1854533765194,19,21
53,-55.54710969418406,-86.43728365499493,253.87506426820823,19,23
54,114.17162120044914,-99.96014575005003,254.785470396524,20,1
55,405.097627233326,-91.09869859405535,247.86659930395774,20,8
56,54.16355677429449,-92.55807250978334,242.72498443779338,20,21
57,356.58384825071556,-94.58355612663726,247.46962138523833,21,9
58,19.781000372845,-91.0915156488261,251.03526635601736,21,22
59,180.26116111431753,-96.2758514843319,246.8493086117739,22,6
60,196.90569540735584,-101.31104031028,249.73546231955183,22,7
61,267.2836649936135,-111.68562709170789,261.99008388856106,22,10
62,93.91201673230098,-110.3578480585224,253.7040798396576,22,16
63,69.93837762650668,-109.4284055671666,256.715258759923,22,17
64,183.34824064772175,-91.68230679384145,255.03289872553964,23,11
65,8.34692169738191,-94.36345106070377,243.33427598571078,24,6
66,-138.73486387410014,-109.37821594506755,244.62329479762883,24,19
