,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,191.15741322189433,106.56167154695929,37.139551450183205,0,5
1,296.44323398897154,111.62767532320498,51.136353917147055,0,14
2,322.3466984378766,95.74494188930868,48.198729458170476,0,22
3,199.5522344738172,102.48993309685147,46.6485669440651,1,3
4,308.4045688352419,88.64838464037403,47.61727450801077,1,19
5,307.98214071981675,103.09736789369457,55.93771214798138,2,8
6,332.81319314513365,107.50454695827023,43.58309770215224,2,12
7,252.27991462591794,95.50035440661684,49.64673759233356,3,4
8,412.1261600738599,103.55013143856914,61.239239095815044,3,13
9,394.0643150673082,97.08074855034825,56.009427955058555,3,15
10,241.65438080557465,101.52829369666942,51.224536759545984,4,2
11,361.65353492258214,99.53981595116527,53.755075712722935,4,8
12,334.7266533711238,102.2283200257565,35.28057195674259,5,8
13,436.1277505404728,93.55098561930849,59.42868250050987,5,11
14,460.83662246768625,98.03004544862713,56.10119298204782,5,16
15,444.24204224925074,99.06334282923171,47.647481897656064,6,20
16,419.01609641090374,98.94675927296292,52.55547860727631,6,23
17,254.81842469474051,102.0450000486552,46.49225451663215,8,1
18,405.8730329552008,96.89483819802598,52.856915636088175,8,6
19,541.635200850419,104.58995670895396,57.08132123478529,8,12
20,487.07700116385337,103.3073942846937,51.434183468460944,8,21
21,493.40481598707913,94.93548490013367,45.46076737385268,9,16
22,576.2053023514661,106.11934452665648,52.864428198625575,10,15
23,490.25226127876255,90.84776200285073,47.218063604060326,10,18
24,507.4970945686199,111.72469316206538,47.65878565631194,11,8
25,557.3770383531074,93.02490557827348,59.50661340313836,12,10
26,507.750370563657,92.25450991410555,43.460038154661895,12,14
27,570.3681053318406,95.92089514167753,53.68662889997877,12,15
28,552.148511906042,107.67231324001081,42.99781086837254,12,18
29,482.09131195545575,92.93776408848704,54.09578201385338,13,7
30,627.1892617961826,109.98132656868624,54.82546323946268,13,14
31,573.8989833389417,87.2320976959983,59.05969497814868,14,13
32,623.3593483846406,103.76210512818044,57.46100665233772,14,14
33,477.02023634860507,88.65018118055698,54.32323720388047,14,22
34,525.65655214059,106.71903643504794,48.76298773306274,15,23
35,604.4974467488397,106.6734801304701,52.15883428339666,16,13
36,642.8059238170067,117.1601917729085,50.44323509136944,16,16
37,550.4820852340712,100.67593123082729,53.49384191493765,16,21
38,426.14683707621964,111.03572605319782,52.33499173520509,17,3
39,528.9988245734135,105.69793428610853,46.75135971330607,17,9
40,627.0009682477765,107.25800784507214,57.903180813117885,17,13
41,598.3121621160564,102.41047717077247,53.42418185822107,17,15
42,567.119506414042,96.71093672663048,51.46648054634695,17,17
43,305.4646697906852,98.09431879320162,56.87702017143767,18,0
44,586.9845879517262,114.40911714942692,43.81041235759764,18,13
45,573.2897348288285,103.93376573109305,48.21457436441847,18,14
46,594.6432618184523,109.47643437648222,47.20727233771663,18,18
47,451.0909134742727,84.81249662959073,48.88792846501968,18,23
48,356.3273144175242,98.56517840022379,63.38217823836737,19,1
49,404.0834004050133,94.69733439355907,61.44399630676453,19,3
50,539.3995700324114,96.85419457203699,50.203618135141205,19,13
51,547.065249510507,99.22090205026183,46.37016037878305,19,17
52,358.65736074671463,92.76531898390925,55.736687154556485,20,2
53,432.3472326477591,110.28282285118793,44.01099026777957,20,4
54,574.9809906874262,104.11912515562075,56.97480100883409,20,21
55,472.305004951576,88.08443725302753,50.55005955167864,21,24
56,391.8762392883648,101.04616998737487,50.369719260740595,22,3
57,409.6837743883643,93.83200581936605,55.988500057924696,22,5
58,403.1521492177147,97.52405128597655,39.29630652618087,22,6
59,484.68857893448035,84.34310637856498,60.43449710240958,22,20
60,373.0577619338476,106.50526814898079,60.01084909459281,23,0
61,371.66332485761933,98.06301954747195,45.591907445019594,23,3
62,449.2512052254604,84.0214243207111,60.376175732394316,23,15
63,563.8814509264776,109.64833569889143,47.587749615967006,23,19
64,404.34282782350897,112.2138406836221,54.69520837349229,24,1
65,471.51145427764385,106.52246258247264,51.75728274832729,24,11
66,589.0151101900326,114.6775852387422,59.89910594272504,24,19
