,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,705.2230385962257,295.3618497690048,258.52181925216917,0,6
1,597.0361057972087,300.2510082492034,247.621170010799,0,9
2,723.7339999299994,284.6390134821695,260.2998876292255,0,11
3,897.5953650103006,283.31138855818534,248.38106416013267,0,19
4,825.2354424976709,303.72171308389767,240.96130556593886,1,1
5,1215.435335931799,298.80690719898575,245.33790965781128,1,23
6,945.0572052894956,302.26150765215533,247.80709765883938,2,1
7,902.0688682884451,295.97695092198194,246.04909248329434,2,6
8,967.756991793453,321.14780699769665,251.99533462567263,2,7
9,1463.0124586098495,292.2132664584299,246.49318639263353,2,14
10,1209.2722916879527,300.22384970805473,248.06278853335223,2,18
11,1360.668063754524,285.89090464473867,253.29086071038586,2,23
12,1666.504210894639,314.79682251792605,253.61310337257262,3,14
13,1471.5736779490078,277.1544385693691,248.50207192731193,3,15
14,1228.3398206492452,298.7667578819144,256.94757995571297,4,6
15,1555.062040102451,301.61592831457796,255.1234819763756,4,16
16,1614.326332081948,295.18936972527626,246.88651617033628,4,23
17,1062.056504790893,311.1511107528454,254.83898596518335,5,3
18,1487.0586384954263,293.01622626227123,246.41303994481757,5,24
19,878.4922649437947,290.009879235877,244.76770643237631,6,1
20,1077.589309758978,300.427863494204,252.65743084688143,6,3
21,1933.0237343315803,292.1965934690918,244.1363141196679,6,10
22,1791.958151856889,293.8678525170034,245.5650735398797,6,13
23,1791.112406800328,306.074060953556,243.7879589393631,6,17
24,1120.0602439258748,289.3806894644539,251.05368878887217,7,3
25,1815.5632630628256,299.27694119084225,245.4042004208208,7,13
26,1357.8397950727863,301.1964682961352,246.8587532238953,7,24
27,1366.4212174800768,290.84636088655617,234.69519957311573,8,4
28,2147.77035057517,304.6944410185429,254.24664915806017,8,18
29,1932.8766122340708,299.47134784448514,250.95108463374302,9,7
30,2176.397776270951,292.72654048320516,255.58667095421828,9,17
31,1255.9142968334418,305.4430511506441,241.14816897564228,10,24
32,2239.0483878791983,299.07150506627204,250.0566491656248,11,15
33,1892.0053398760233,320.3251162874247,252.98611453315425,12,10
34,2223.5327288528006,298.06433310544895,262.3953329678245,12,13
35,2215.7109403723175,292.57985578248594,256.25233370033806,13,15
36,1730.1295284667328,305.3647156763675,244.68516965664756,13,19
37,1446.2200491267824,300.7660191470283,243.06448530855627,13,24
38,1279.7972006435432,309.5423796246314,243.33092830520934,14,2
39,1518.9549128212589,304.2251030016266,257.6938257313237,14,6
40,1688.3207814166417,301.8720793279885,253.7692529556355,14,8
41,1824.7208480212764,296.68534820648904,256.33296069568223,14,9
42,2235.5043460340316,310.45342974715663,251.71437841218832,14,12
43,2054.8241588164788,308.22499133685864,250.3985013974835,14,16
44,1295.5005216784705,308.4751439260936,255.25170160249488,15,3
45,2180.739944589573,301.523260449212,261.25203420520364,15,14
46,1827.1598038400778,312.75351245447496,240.29437055643865,15,17
47,1708.4064238494898,293.69004533214843,260.2009171021071,15,21
48,1490.967426505754,286.55923253242986,245.35104147826192,15,24
49,1285.032663622678,307.8438298326256,257.7865559527497,16,4
50,1964.6516327904012,312.836597828132,240.04852844659962,16,9
51,960.3725791977628,304.29139918814076,255.59195940944136,17,0
52,1478.5836417747732,295.7736949848693,234.10518808965742,17,6
53,1860.2573685842945,298.3470214029337,246.67032659390537,17,19
54,1201.9446013066952,310.38563802417866,244.08534911171205,19,3
55,2050.738168114349,301.10667430376634,249.34605058302384,19,19
56,1613.76608035766,289.79415194814,248.80209263196667,19,23
57,1814.7937426768208,306.1362203999514,252.16366903593544,20,14
58,1956.4565236947492,306.20895597488584,245.18744198325228,20,16
59,1069.6500219172037,301.69723636438204,251.2017689959996,21,1
60,1801.280192681282,293.51293951437805,245.04703138335313,21,21
61,1682.4889375624844,316.96372759839096,249.50297203445496,21,23
62,1609.8721426693296,305.4565400833173,253.46989773448598,22,10
63,1631.4238446686759,305.92399823866856,249.43690807784483,23,6
64,1386.9060415668564,310.2997257403108,258.3012485026819,24,9
65,1871.2669525511317,301.97558326723237,256.6810088712486,24,16
66,1615.8529990872403,286.7370831785308,244.90401295473535,24,19
