,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,217.84192415231652,108.99081985072124,49.47720593101958,0,5
1,201.8650228901105,90.30526450509223,59.38559430282485,0,9
2,306.12696151126386,101.53903007373177,54.33395582289142,0,15
3,211.3994225109258,97.50528123205923,66.78295541671699,1,1
4,262.6492503674847,101.74814462563924,54.631521112828835,1,9
5,320.2023892375012,99.8041842288633,48.79516416686052,1,13
6,218.51354532646155,95.85430031005188,39.793611286508295,2,4
7,238.41415801403434,100.76670239463657,44.271804965542586,2,5
8,290.41432865257525,107.84704562649718,49.26139277651141,2,8
9,351.83188939891903,98.798555389201,44.15071793852268,2,14
10,392.6020084556885,98.45504975694676,48.976317093689296,3,13
11,367.8465957203434,86.40258303208881,54.76087241569218,3,21
12,345.36422087812167,88.22506065624846,40.42880324262374,4,10
13,417.05766651280226,99.28910888804252,44.26875044778751,4,22
14,387.854540348558,91.38016245211698,52.20180116983478,5,8
15,383.5654126502521,81.09403618660066,48.68793551176157,5,17
16,412.8880299570185,90.88796010093714,48.35011564727709,5,18
17,440.9631806318361,95.29910545282961,55.61412748767507,6,8
18,515.3903212758433,107.02810034512606,54.08030607076823,6,19
19,279.99049877747314,107.98946040741153,50.78261058739938,7,2
20,465.08246638671346,105.33717377243312,49.80524359678183,7,8
21,475.9837963066212,89.4033771804816,56.63990125137307,7,10
22,463.6507774133678,99.49074633661317,47.62004858965999,7,11
23,483.2351775482196,112.27380879084767,45.05904213049169,7,13
24,479.61894082610445,91.43773083328497,53.60979221026038,7,20
25,215.9076211693791,103.3074695046605,52.779078717564325,8,0
26,481.1453444663931,101.56264808477238,56.5552660595383,8,7
27,468.5054933497957,93.12507788456828,54.05956302132588,8,8
28,520.3571515566016,113.95262663825457,50.93198362497689,8,10
29,536.8861959116925,113.81227767651805,45.064637405118646,8,16
30,453.320072564213,93.52426635723032,45.63261434580038,8,21
31,339.8943566145633,121.20070490710052,53.14376690049018,9,2
32,424.88591156792427,100.03717251903065,53.00922740853076,9,5
33,446.4167155577235,100.5217796299282,55.763885089443555,9,23
34,469.1605654933004,92.82704016005714,54.95012962905993,10,7
35,600.0387173639688,116.852381584335,47.53090361724301,10,18
36,495.89248460540404,100.70434382146604,52.76661965060966,10,21
37,444.7330462836744,103.1033923789446,47.1633139686533,10,23
38,404.3257422045662,95.58017765785716,36.4688391186631,11,8
39,503.9250363707644,107.58077932049099,50.14292072092943,11,9
40,499.9321753470936,93.37548218553789,53.90889668764947,11,10
41,556.926139114537,101.46011694986582,54.69646138789231,11,12
42,517.5058739623563,99.30905788648566,44.35613759515377,12,12
43,370.1742836249151,92.50908237963489,39.096118613142764,13,5
44,513.0063679327543,103.56058804699654,46.429465377851066,13,10
45,657.8645852005259,103.19449798715918,63.70012068440741,13,14
46,454.96451933842843,95.14400284569572,47.89560349060211,14,24
47,475.46467281803007,98.85228740019004,53.76688245753432,15,7
48,560.4438209114347,97.77198572951559,51.123445674243435,15,11
49,291.5984239850785,100.11850719274707,47.58265950062678,16,0
50,529.3761669816423,93.94357554972085,46.25412290231085,16,14
51,303.4728362038021,102.01298499552348,51.116529120646675,17,0
52,508.9535230044477,110.50284352864391,48.75362441162199,17,7
53,536.1336450670333,93.1052895700084,51.56000063913204,17,14
54,505.04373990234023,96.50120718113972,49.22042139244024,17,23
55,540.2923340956953,110.04183891201626,48.034035923661264,18,8
56,568.469892832506,113.12558663975568,47.56971639855913,18,9
57,512.8267743374668,107.40475938204833,57.21979728667172,19,6
58,559.9315276307273,96.68445900036076,54.41048713182641,19,17
59,468.8437751504672,92.81876641826608,44.832783962756274,20,9
60,319.63400204523447,93.81828677927406,49.85999114733224,21,1
61,567.1562392592161,97.86177876645274,55.742053941145585,21,17
62,380.6372917825445,113.35199764610871,44.65991622306436,22,1
63,530.9913357654038,111.67012982681725,50.50987750543634,22,12
64,546.6766581562364,100.71722071518344,46.497042561924474,22,19
65,483.11938151128385,96.18694329685283,62.518813372467406,23,12
66,516.4940664125368,95.35748442888604,54.75776680382549,23,23
