,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,1961.595348204518,493.8315724559255,461.1920976053556,0,14
1,1704.0595198602125,494.6937456350436,464.8178564287142,0,18
2,1658.4494423391307,496.3555144873412,457.3867970660655,1,1
3,1529.5853984171051,488.2158708197173,458.1548930430445,1,5
4,1586.7957392232777,513.184085477662,460.8108112839412,2,7
5,1924.8652195082684,492.21033578244993,447.82527186243306,2,9
6,2807.962850835165,501.9395074828219,456.574570611909,2,12
7,2145.404664425426,486.82462757797583,455.6181856746777,2,21
8,1922.7626868973189,486.98301438030956,455.90466920816834,3,0
9,2010.6114346062839,509.94256739876613,439.43662226822806,3,2
10,2853.0073000623856,509.05556085751056,457.3960345642484,3,15
11,2388.7941760322756,488.3778126913791,462.9687020577736,3,17
12,2237.171312722633,494.9111429776635,438.69934451540246,3,18
13,2356.140385007032,506.32050237752327,458.32541503693875,3,19
14,2856.8548519232477,499.84764090538545,453.73703510577155,3,22
15,2687.5653991666495,500.8028632508755,454.178875539121,4,16
16,2637.998931483818,506.26555201354114,453.7299889068792,4,18
17,2948.9080446696416,510.214755225188,444.7120480998855,4,20
18,3205.8254938870946,506.3849390220847,455.68492030851644,4,23
19,2889.972190235299,513.0667526079313,444.7715731348013,5,7
20,3262.0659380545526,499.3239059696253,452.86463625928536,5,8
21,2081.0694003679587,507.3059435053135,438.6296635665758,6,4
22,3027.7320214684632,497.48204733387445,452.292083917806,6,15
23,3047.1704727671145,494.27200128143875,448.8498732353134,6,16
24,3865.877055854074,507.304516217699,455.71258184683796,7,19
25,1346.255824202377,500.2091202105052,448.5868502039515,8,1
26,3851.4143902896976,508.666210528926,447.739302342089,8,17
27,2137.935271305032,507.7645943126941,448.6916888113879,8,24
28,3692.8173292867536,507.82985112294375,449.04404113803207,9,15
29,3116.8799149350452,510.7454471709314,449.7810449294063,9,21
30,3362.1773892932056,496.264430924392,444.1316106532903,10,13
31,3607.253577061331,492.4115558019708,444.9836937008342,10,14
32,3919.4331340793956,505.4076149616561,458.3113293434019,10,18
33,2593.010351266056,488.5240359589658,456.18834552866394,11,3
34,2978.2206731399365,503.28427198958946,456.1960538583155,11,8
35,2235.049754279103,499.64057853413544,451.0951961015786,11,22
36,2707.721467716941,498.69969424772245,447.81854090353767,12,7
37,2788.813032737452,503.84908434605853,457.35659256863,12,9
38,2931.650591987616,508.78711775746666,447.9903944683687,12,10
39,2191.7877521386736,501.77265857041914,451.9399313200749,12,23
40,2465.0286997349353,492.8536507472731,452.9078962000016,13,7
41,2351.6301331515374,498.2942090369916,452.11274308020364,13,21
42,1543.1439946298678,500.5458494368794,453.91690174584147,14,0
43,2488.438914188136,504.99091560472107,447.31126359777306,14,20
44,2023.606285587873,512.3141106659449,457.33066390079415,15,4
45,3079.103362305713,501.5769424809029,446.99900480459144,15,9
46,3855.0548565560584,500.959142871025,459.3855814439366,15,12
47,1764.4578096436242,502.00199449842785,445.94216344513023,16,2
48,1993.6024769138692,520.9060560198116,450.4230452118579,16,5
49,3738.1039406565624,501.68380150151563,447.6415178164666,16,11
50,2732.001057935119,501.470054973759,457.3856126708662,16,18
51,3100.415242912998,511.0985001114972,447.0686702118638,17,14
52,2791.5455496718932,496.6685911980752,454.9774959910876,17,16
53,2687.96909840055,504.0012463225982,440.4093113597341,18,6
54,3225.934891098796,496.08339058357666,448.8629638203417,19,11
55,2864.410583278137,499.2988329407367,457.0563979166013,19,14
56,2014.907301542927,499.1211795474291,436.8748267055175,21,2
57,3549.20255768324,493.6470672933808,448.37631061028856,21,16
58,1995.8369737824448,494.44597904104654,447.90073009339704,22,1
59,2791.5718133829837,513.4828807364876,440.6563873517571,22,9
60,2663.531858154424,496.93464171278964,447.5363177305598,22,23
61,3125.8362242513513,500.2817976286136,460.30490362829255,23,4
62,3019.878097710581,509.83040355621966,445.3376382657085,23,6
63,3551.669427240243,490.7686810637465,447.9700008126439,23,15
64,3706.816341512223,504.6631406058938,462.6905965240216,23,17
65,2383.186481939901,502.65656382857543,447.2120069232523,24,0
