,true_y,pre_x1,pre_x2,pre_coordsX,pre_coordsY
0,144.1057802122496,-110.70081282146317,252.57621248233215,0,0
1,116.2185429696743,-100.24485296731294,241.99395042743447,0,1
2,96.78164730541957,-101.98125330196922,248.2533077313766,0,2
3,62.15830854548414,-116.79208705643453,252.26518614676786,0,3
4,91.46398896223374,-96.37445085018355,250.14841122718204,0,4
5,103.85302204504869,-96.50321023888601,256.44074815322426,0,5
6,108.12094117956427,-97.29041962918764,251.2838618454133,0,6
7,132.2202621733567,-86.85524632570187,249.40580428364584,0,7
8,113.85598043757712,-100.41391699597062,243.3300417218338,0,8
9,130.60061224116728,-88.8242269826811,246.3934951304557,0,9
10,41.395112274109366,-106.52789649875177,251.0509358681463,0,12
11,39.24404603232105,-95.20547960013056,254.08842110199228,0,13
12,49.65770281215006,-79.9362116745051,247.5336061655953,0,14
13,-5.819820574828774,-98.71610582151148,252.2954621371611,0,15
14,33.991640743876125,-84.82792403214413,258.7044240241589,0,16
15,-0.6668428436305506,-94.42927780880473,244.29897960246828,0,17
16,-27.345749318690583,-110.88999737774179,247.90683358627507,0,18
17,53.93714006680392,-84.26969925549622,251.87669139705974,0,19
18,46.036583574638314,-91.72922215458733,256.9909643433587,0,20
19,35.52268896718973,-93.10928387684382,251.14043024996545,0,21
20,-17.307185270249214,-104.42338154565408,239.74284394094863,0,22
21,-24.849143665941714,-102.19965900274029,249.99748469830388,0,23
22,-22.57010341703284,-90.7283037535942,247.1454059903027,0,24
23,154.62757032861134,-96.54435726642328,245.5266261203504,1,0
24,163.64577125086262,-91.82327510409706,244.16584994954576,1,1
25,122.55707952745864,-123.90522577068168,246.0683455650641,1,2
26,194.84916405157483,-90.11819691383336,244.14323284448793,1,3
27,240.41313588994865,-94.92764852400012,263.5511307411079,1,4
28,231.52330868757232,-101.87517453919332,246.45871197764333,1,5
29,265.7875149155125,-103.98708461155047,252.93293054608546,1,6
30,293.73092437747454,-97.92430519401786,254.0481261426011,1,7
31,281.5499122685489,-107.06059040995109,250.3029177311935,1,8
32,297.1098196370974,-105.83704963951871,261.8898470259726,1,9
33,236.6737735128738,-113.72902511175187,245.4563503599414,1,10
34,205.50682870358273,-104.35852532815552,234.00395187658216,1,11
35,207.67047329486815,-100.24846757154927,245.55230885283333,1,12
36,164.1457736720723,-103.7365377223526,240.62539293153554,1,13
37,154.58240456247967,-104.7710978474353,245.79451156471225,1,14
38,170.17096133083535,-98.61029119140704,250.3370225902595,1,15
39,165.66043251580246,-101.79705151937064,253.77280821122477,1,16
40,121.18943691026908,-119.67564390528642,252.5046229252078,1,17
41,190.91342992200734,-95.29101106162724,258.9003552712228,1,18
42,136.364606848021,-104.55341040258018,243.86269430239346,1,19
43,117.61890299450626,-101.50755487287633,238.49261779110583,1,20
44,79.16224042542883,-105.03427877844328,240.49496277686487,1,21
45,35.07370190593725,-107.71216545187714,245.53031709435496,1,22
46,-5.15421169481059,-103.84206031381606,247.77522095594676,1,23
47,-66.80564615725342,-103.67573168568688,241.2798742511048,1,24
48,178.98000935040466,-81.98086971696947,242.7243107819407,2,0
49,186.2466203949603,-97.27529953307548,240.39849209640659,2,1
50,230.1911207276743,-106.5507166096071,252.25656311876986,2,2
51,281.8948019608131,-96.89885454000786,245.9464309083881,2,3
52,347.47712221929453,-93.80148936285023,252.82828300535311,2,4
53,368.69524898192697,-110.21130728721205,253.08131037306097,2,5
54,408.1665387348382,-98.45698573916881,239.1513537907924,2,7
55,399.54503357920646,-109.01371195015331,240.70388254410926,2,8
56,427.2865475746002,-83.31028816749867,238.0909441203756,2,9
57,377.6902864907604,-107.67147314122248,243.27211862567933,2,10
58,366.70865900840784,-113.02603745501612,253.8268269436921,2,11
59,370.0073493960032,-91.55684692094206,242.97581070239295,2,12
60,345.27493032065314,-99.55448286968696,247.83464493344556,2,13
61,349.2844536544214,-90.75862182768903,243.3242097272726,2,14
62,367.74947627942475,-90.41407586980436,252.53645516016186,2,15
63,360.98785444241213,-97.0740606844186,258.96681951487426,2,16
64,290.47480262843703,-91.32242477620375,232.0134040093971,2,18
65,259.8057639199995,-107.16519664005926,249.69017520672554,2,19
66,220.77871460197053,-107.05253394375666,252.84181487841613,2,20
67,182.24000365324267,-96.85897276321286,250.10571085090785,2,21
68,107.6871282214641,-98.97632168518595,250.1529616023262,2,22
69,55.4997239276509,-92.85259826470656,250.51345255433094,2,23
70,-7.067360860792156,-92.51024039246978,255.21114487879788,2,24
71,185.68211796223838,-94.92004631009425,256.82822796289054,3,0
72,244.28504010686237,-92.98719860749866,247.95365272602507,3,1
73,323.62741448224966,-88.36231329003246,249.14341383226736,3,2
74,364.12080197852976,-101.65619997363417,245.6369086441339,3,3
75,435.1059332028508,-96.47736177409034,245.90219067438278,3,4
76,481.25976552937027,-92.69228430404766,242.27846053704826,3,5
77,562.5379459186339,-90.61266134840633,250.588470649553,3,7
78,517.034501870858,-111.25193621220414,244.8393564422871,3,8
79,532.1074616919,-105.10091385489693,249.34546397483672,3,9
80,559.3523408774345,-88.64458457553555,250.68399836307762,3,10
81,512.9003198281401,-95.81917341259778,245.26976042982915,3,11
82,477.75170133725476,-105.8007126499701,245.74215878575595,3,12
83,451.72107611458716,-109.43205252055213,242.92438169274712,3,14
84,504.0534925696121,-93.57261040762145,248.05240866793565,3,15
85,506.84929449482814,-90.84771359715323,250.10825396273015,3,16
