,true_y,pre_x1,pre_x2,pre_coordsX,pre_coordsY
0,359.99541181326725,143.76879453141242,213.66490407379553,0,0
1,384.67091367615274,145.2073006451754,224.57558592262228,0,1
2,397.8967739824085,141.54705113527893,229.31806260047685,0,2
3,391.7054703022941,136.49340227224022,219.25321625103476,0,3
4,401.76640158826484,137.43215593781503,215.71649451275968,0,4
5,417.93009752684156,144.60796982060228,210.01014392579313,0,5
6,425.618587239779,142.4235321019106,209.2996769552016,0,6
7,419.27834335049806,136.88480217704424,200.1765073037875,0,7
8,450.5535720565627,151.2224107306409,196.96148381716498,0,8
9,424.4070869878794,132.3953552720696,190.06888156800574,0,9
10,463.1746385485229,149.37061483189177,186.38077468199288,0,10
11,462.2386687182751,139.4095392185851,192.21013415136846,0,11
12,487.3508272587662,138.85447668360507,206.2139026767069,0,12
13,531.5812007271755,146.5290805137517,223.07716853206398,0,13
14,547.8186609422605,140.22837715494006,230.19379074543218,0,15
15,525.3458834475404,122.76195509926544,236.13745904946234,0,16
16,551.7205877433661,137.80061936086517,215.68349316402998,0,17
17,546.5285000976183,134.09536178452515,196.77179959055178,0,19
18,578.9939009857692,142.25730696358764,195.59212355985238,0,20
19,597.4189276421572,146.82043127986992,190.63890255357913,0,21
20,615.057383967738,147.78568750750222,192.64565571265257,0,22
21,593.2447871523248,135.5410324019231,194.77356452775825,0,23
22,633.326039057595,136.08243826917646,221.90645684014652,0,24
23,423.42086574614484,188.15724448711566,217.76333046321642,1,0
24,529.1286415918514,203.11245747298938,227.02672957829301,1,2
25,554.2743021348716,197.70522243895755,225.638034837295,1,3
26,608.7187288240826,212.16425079564536,225.5219646636932,1,4
27,635.0316724889229,206.86585761464315,205.0713341920184,1,6
28,622.1204569151411,194.9548285816901,192.5944737475423,1,7
29,654.3588909734152,198.6013159534034,194.2812088596865,1,8
30,667.2905251538073,196.60509530714492,190.3456546981359,1,9
31,745.94734486672,209.38457031382902,211.11688172958634,1,10
32,754.5702886675259,204.65876778657216,209.315806659414,1,11
33,797.8858949224954,205.38616000045297,223.6059598054481,1,12
34,776.9046994882085,191.32670252343922,220.11400088649185,1,13
35,819.0330494301912,199.36285917150434,226.25979850127044,1,14
36,836.9490747440229,199.75345380664263,230.12787264402925,1,15
37,841.7176928999513,205.14572285633702,218.85210557752228,1,16
38,788.3588565089899,189.12417085342855,204.1017901730618,1,17
39,867.0061194812045,213.86659309373258,210.42392129509278,1,18
40,780.5240272825745,189.70979615148224,191.5132699550481,1,19
41,842.1043229233288,209.14423964073254,194.54477347598868,1,20
42,764.5849657378842,186.41729510877454,182.0896536739138,1,21
43,785.2674161988657,186.67268212601374,199.87128872052995,1,22
44,884.3264720396852,213.59071117582286,218.15060412204767,1,23
45,845.9241670259818,201.1376192882857,221.8826409732135,1,24
46,534.493276249813,259.41438437590523,228.4349206008015,2,0
47,589.6010736921783,254.10625885670822,224.80317161378264,2,1
48,645.7994440352711,250.7170647029028,224.99354909274487,2,2
49,705.8305038737069,255.9145597035465,221.90372220902157,2,3
50,743.8231920876796,258.2868555102795,210.3791938220027,2,4
51,764.4156623958339,257.385312832656,195.99180138224946,2,5
52,795.7807187444666,255.7885444075858,191.02312311936112,2,6
53,883.4641975900455,263.52646257054596,190.60715050520753,2,8
54,981.7380641237886,260.90614280553103,208.68940693468522,2,10
55,1018.2805701228602,262.0751731579595,212.08535617102274,2,11
56,1076.453521291337,253.36745463277583,227.6944389679367,2,13
57,1129.8803834640682,269.42087179923067,227.76102696673973,2,14
58,1058.565401829096,241.44667565518026,219.73425945446445,2,15
59,1076.4775862778938,256.0704000112179,207.34436578319736,2,16
60,1045.3422415585542,244.59793814202743,203.92089367179668,2,17
61,1054.821282817549,256.7004504525856,191.98907194507615,2,18
62,1068.491615808772,256.4454496643724,199.56940980266188,2,19
63,1076.423547297769,262.7789303649014,195.98713678613217,2,20
64,1078.3562468231441,261.76857974171554,210.92373282328722,2,22
65,1055.8823635822246,255.79361377535224,220.97928216096798,2,23
66,1055.1743727176208,261.5396711471412,223.72255326215975,2,24
67,681.3111620460875,294.85821496941736,222.4390667578231,3,1
68,846.736966334096,307.0105126982747,217.49552103858275,3,3
69,903.8216856582213,299.6842244504876,216.3868545972283,3,4
70,913.6188890144014,288.84691776294665,199.43124961675926,3,5
71,960.5520461216661,307.99022431092834,180.97163060520145,3,6
72,1041.6309712017746,301.1284337087259,198.55709907283307,3,7
73,1102.116356279102,310.0538345085489,197.1409462014499,3,8
74,1183.3603482762078,295.29659240109555,223.48225476291114,3,9
75,1257.7786787260254,310.4341867195627,225.12429062567827,3,10
76,1293.453603516876,303.67581771564284,231.0854498476177,3,11
77,1302.9340871855673,299.7043553388064,227.21600398671464,3,12
78,1347.613306319922,298.67851012042274,236.4506523543306,3,13
79,1379.8422585550986,310.5749155941982,231.94064606319603,3,14
80,1312.9476806472187,303.538192924118,206.10019515163773,3,16
81,1287.549897911175,305.1861531912537,200.0739446032631,3,20
82,1243.5931113989163,287.4787354458339,214.30936290156384,3,21
83,1201.0114750221692,284.50507680356804,232.4061131719397,3,23
84,1185.4407947799186,293.2322888552558,229.44169847722299,3,24
85,658.4525016763685,321.27987883662115,227.24335114941644,4,0
86,763.4614396358671,328.04992706178837,218.53193197635358,4,1
87,865.7175135334634,338.8954928088342,211.48515368339804,4,2
88,916.1899216985848,328.86980471732466,198.8437016539602,4,3
89,947.8977435606982,318.64052482782904,185.08986264828047,4,4
90,1042.114781451637,319.4908232467017,195.07575007615694,4,5
91,1129.7404689767018,338.2662636319916,189.99581933918284,4,6
92,1171.607733948412,329.180469467008,189.6131149133975,4,7
93,1283.9314636648216,329.5473189016483,209.00059892726438,4,8
94,1343.5719200968767,320.73918846759034,218.35210613135462,4,9
95,1473.4554284606918,342.766447700021,230.32316977706736,4,10
96,1481.4802813830572,330.2421596105486,229.5733476470813,4,11
97,1491.7669375084672,331.2838554230995,221.90420170387995,4,12
98,1496.4120353307458,326.96972130301515,219.39310479370894,4,13
99,1499.5065193746893,325.5312079573942,215.88267156667428,4,14
100,1468.3193026896906,336.30430885651435,193.4562210634166,4,15
101,1423.9392725561656,327.8707263050717,183.3050746467281,4,17
102,1420.1345002086607,320.08450688642324,196.1592908135922,4,19
103,1407.5678123139257,309.43401741368336,228.4718381515342,4,21
104,1418.1175227549704,323.1161029844312,233.2526834620307,4,22
105,1314.9882698073532,327.8036684982822,219.44804597229972,4,24
106,710.429931612627,345.1484265015481,218.22358941303284,5,0
107,796.2911315231484,327.7543861715525,211.99593520784407,5,1
108,903.973415302481,344.8019533612632,196.70421550948498,5,2
109,988.8043551798452,337.8193039503657,196.18746717562334,5,3
110,1069.0627909298619,334.57768926479366,195.0408550326883,5,4
111,1142.8262342416645,335.8375955552208,191.10009901895393,5,5
112,1258.8058155013102,350.5086837343898,196.1915357789453,5,6
113,1549.7868029877122,349.6255366711631,227.1933250258618,5,9
114,1558.3787190508694,324.118240263369,231.5379867202478,5,10
115,1665.8125430653333,343.3606288738196,237.7895667370653,5,11
116,1633.8798326660128,339.05578223165685,223.1160589228699,5,12
117,1604.1395050745762,342.0473634654945,206.2338263629201,5,13
118,1650.5351524074997,363.9301348844535,198.21739845532613,5,14
119,1581.7406696310397,345.69956978955827,189.29648236590594,5,15
120,1594.2455137174497,331.70920312293407,203.1040438493588,5,16
121,1551.2335733777397,333.08287963219686,190.00045678226002,5,17
122,1599.0304893641933,340.02723444376414,202.8416163696485,5,18
123,1598.2892355047288,339.70035304181215,210.44667970674396,5,19
124,1551.86091664225,321.06981112394095,226.69950892638127,5,20
125,1523.094912697649,334.8784595764196,213.6648164383671,5,21
126,1550.1437005165478,346.37984284383435,233.58958901874956,5,22
127,1460.7998282703672,338.79993560498184,230.50054286607502,5,23
128,1344.8397119860203,330.62073669946375,211.78248009637318,5,24
129,688.2888116149337,324.5944622074253,197.56949393117765,6,0
130,799.7087356374468,322.97795243247566,193.5508692581421,6,1
131,914.6651975006121,333.15579713496356,185.92334717808993,6,2
132,1016.5727225617682,315.13070946363115,199.80874630483703,6,3
133,1206.253813884144,331.20095228952044,191.10510994818674,6,5
134,1304.522539598033,321.00153985908423,202.70951460480507,6,6
135,1416.979242851208,329.50004802424803,209.1893405622385,6,7
136,1547.010938839238,328.40406421096696,227.0013600718675,6,8
137,1576.9060386745819,322.85769199186575,222.3885859767342,6,9
138,1654.771119666488,333.813130664286,222.6982791578265,6,10
139,1660.661839932728,345.31061197967733,206.9690034480107,6,11
140,1595.3419143117371,308.2703746022707,205.46355222017644,6,12
141,1615.9401709476915,330.91384850826466,190.41441381912915,6,13
142,1581.5198675594645,327.144049098016,180.40275796090012,6,14
143,1691.8737206264,322.38380471746393,215.28244710038229,6,17
144,1642.1219168596806,326.1217263716426,203.42937887482196,6,18
145,1649.5521729454829,324.66270134474456,216.67011258538693,6,19
146,1688.3771507417657,335.47450111616155,233.43892993583617,6,20
147,1625.5717687777462,338.053390162275,226.2469095811313,6,21
148,1516.045753005911,324.81294405025903,224.91234387878646,6,22
149,1373.574801803742,310.2514164905209,210.12808722466022,6,23
150,1352.6186370422377,328.6673771719089,199.67250499894118,6,24
