,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,68.86630359094916,87.77755608496886,-66.2766341167785,0,6
1,31.546699861561777,71.56627165793624,-90.83335419742099,0,8
2,92.68786760036474,126.15175053111003,-51.90497405580258,1,1
3,103.61665768121549,128.64320744305138,-65.20061873830872,1,5
4,275.46462505576807,137.48779294648423,-92.07422461268538,1,21
5,265.865305313302,123.63147386725353,-81.91776636479233,1,22
6,167.7866131435864,184.6896953045422,-50.63524137256286,2,0
7,316.369638487882,187.21027177163387,-74.54688180272494,2,16
8,250.62570241870372,232.7159460671084,-43.88682006652833,3,0
9,212.62357838783052,228.98336223445182,-75.63169618436375,3,3
10,229.70912371113226,242.69578024243992,-82.51991421199065,3,5
11,359.91569935913344,233.3858576091129,-47.74102722352507,3,10
12,398.495159979082,255.7640643456953,-50.362659034415465,4,10
13,426.06298565014316,260.8981287051286,-72.40763928318287,4,14
14,758.6555846420564,271.30926758875864,-61.461056817839506,4,22
15,319.73053402125345,286.6807415897857,-78.1621143575747,5,6
16,453.8613834168081,268.17858224434497,-54.107526834221105,5,12
17,629.7422790948208,266.7306113427406,-65.86042902612022,6,19
18,238.92617341403266,220.95151898448387,-64.59085781139927,7,5
19,265.59683731288476,221.5127573802616,-58.2555904272589,7,7
20,370.2660406971151,230.56152716474384,-41.62152436096529,7,9
21,280.1420681725555,238.25176533379314,-70.77390421775362,7,10
22,424.4421938117817,234.4963916439857,-75.39010923370327,7,17
23,509.4617348327636,224.1814527933317,-52.913286723197444,7,18
24,715.393125473094,220.94446631431762,-79.3269445048918,7,24
25,205.44234446064715,185.65168519091003,-54.69306619688342,8,7
26,535.7252135847826,182.8280695407111,-77.87814573088664,8,23
27,661.1887847160383,202.17679452287592,-82.55764410574108,8,24
28,140.66338183301005,126.71046988994374,-83.64962830806033,9,0
29,-38.1007630648535,133.07669158463312,-88.47814200144353,9,13
30,-63.426400346089565,67.63941669891794,-61.197206711396234,10,5
31,-40.543791024483774,77.87405324710066,-57.60589376246012,10,6
32,-121.87235496434458,8.640161096232099,-64.54428071470244,11,2
33,-102.31994879386673,16.186811598339,-51.4748169589055,11,3
34,-363.57024578986943,1.1828777639975598,-78.38433724363725,11,9
35,-194.94360631824105,-52.6716102542719,-53.69178688501019,12,1
36,-333.09991751363276,-47.146288950362646,-61.22520407794586,12,5
37,-431.49402777073186,-39.660707600338355,-73.71485732252394,12,18
38,-458.2082074013022,-47.36542932558899,-89.11611525219112,12,20
39,-402.83175917665903,-45.543983108372814,-85.58019921327283,12,21
40,-304.038954679727,-46.28790647044556,-76.5369439870004,12,23
41,-265.01478036231265,-90.34471985234771,-44.368999441533404,13,1
42,-411.50286662427374,-101.24211962103206,-53.045175929807826,13,4
43,-629.9430037778372,-98.06551011760777,-86.73112194316826,13,7
44,-744.4312929675825,-110.74967690867379,-97.47716743597368,13,8
45,-542.650217163589,-98.31637213366169,-93.05319086312402,13,23
46,-535.447685104111,-136.57438662780277,-74.37588901741269,15,3
47,-860.8431500278822,-144.35061340538297,-84.69929732725342,15,18
48,-393.7436733903173,-122.77964797001025,-63.057815826169275,16,1
49,-455.8169296063153,-112.50203633637196,-65.77365580186546,16,3
50,-624.3453112905161,-112.69438219263796,-75.75324974399463,16,7
51,-259.2721779614226,-81.18746750918453,-67.29860130550568,17,0
52,-545.6281100911549,-87.67024678746212,-76.54394403990203,17,7
53,-463.327230072288,-91.63443286975348,-37.650395076760816,17,11
54,-666.7108467648094,-89.96731409992674,-82.94163403569593,17,13
55,-565.1875432143576,-64.78805068036722,-84.49394581787789,18,14
56,-352.4462631770014,-47.93573707169564,-58.09704535242346,18,20
57,-144.5331083214185,13.552641588955339,-75.46283892043824,19,4
58,-125.39677528232338,5.1934607339263295,-43.33562601807847,19,8
59,-91.26578560879352,5.104192585002309,-64.5319586411482,19,22
60,52.99334378300543,69.28834169928896,-66.28601041474958,20,5
61,277.1821946577642,80.49712097581074,-52.374859077516305,20,22
62,268.2472058237012,123.52573914614764,-60.11532722969331,21,7
63,400.87176433629634,117.77322020816314,-44.2907423301956,21,18
64,490.44654394613156,183.39513913800448,-55.82280414501096,22,4
65,889.9974050007954,211.94000763391415,-100.78333581188612,23,22
