,true_y,pre_x1,pre_x2,pre_coordsX,pre_coordsY
0,247.3825190883199,118.20857599127162,125.91366459366465,0,0
1,273.1476559275992,121.05040813696164,139.3683939333684,0,1
2,287.3130169993489,112.89857579344127,152.69244960383165,0,2
3,291.90333641332467,110.71213663271129,150.3976576930364,0,3
4,311.3288602849799,117.19369587830639,152.17972118513836,0,4
5,306.84432034766064,113.03278248624206,143.30090398029293,0,5
6,334.6213186746072,135.47820469650364,116.72275926743046,0,7
7,328.99276145389973,129.0743442457699,110.19535793782376,0,8
8,337.5180933266487,117.87828715803575,118.66535615000194,0,10
9,384.35773588898303,123.86986151652593,132.76720335397692,0,12
10,363.77061663202954,107.09379514174609,137.95970659275963,0,13
11,392.3963562048409,112.6111090743442,144.88392360900326,0,14
12,428.3774801072956,119.14037377509831,156.84017287263856,0,15
13,425.9847033360977,120.77438798734134,140.67037232717635,0,16
14,448.5263725602778,122.74495568565315,148.52630212564014,0,17
15,417.2972063088038,120.256846769413,113.74109028035838,0,18
16,452.83860048466215,129.384303036537,104.836566346848,0,20
17,436.8903833345495,116.50375213900725,113.35573126546302,0,21
18,442.4393599461711,113.77567284027772,116.24694978258529,0,22
19,437.8454130601756,107.99357000150782,119.98105308118193,0,23
20,438.7124208414671,101.90114961603503,130.245393829983,0,24
21,351.8875978987248,189.0060568926147,143.06999255516718,1,0
22,416.62875205701243,189.7036181127536,147.9196535352972,1,2
23,445.40613636147384,188.60384176561058,149.10912884245553,1,3
24,450.39667537830724,177.66801116463358,144.35311631089394,1,4
25,454.5368725908301,178.834725968051,129.18077790155226,1,5
26,483.8997560754588,185.73273822626555,126.14645179162673,1,6
27,487.93565237237766,184.04550047841516,116.61420699332106,1,7
28,504.72839276367495,184.88087736283904,114.11760637330107,1,8
29,491.2345766406584,170.6535219290571,109.41043558162905,1,9
30,531.0257972110547,177.03914504000412,115.90367613397133,1,10
31,564.8481324680563,177.56236649109275,126.48201362135478,1,11
32,623.1262855234706,184.87849612788176,143.7700495698051,1,12
33,620.7857524993398,178.40378003827274,140.7626055324963,1,13
34,661.9131528668821,185.0151533918549,149.25456230184747,1,14
35,630.8176132091238,170.4177817083451,144.301957350183,1,15
36,651.5356523764721,178.73425769305365,137.88837756213675,1,16
37,673.7427519160198,187.04317247496317,132.9702366984582,1,17
38,626.4517699825018,176.48164816474298,112.91844113218959,1,18
39,624.9601238805312,171.6779570022664,115.51356782609608,1,19
40,625.9250763021967,175.0941373949922,104.84739495133579,1,20
41,710.1712133587013,194.49404444283928,121.54447825270745,1,21
42,702.9481892177554,194.3073543008068,111.44727938038743,1,22
43,710.4579812113427,182.55497186128503,144.30496384842613,1,24
44,402.35559166601473,223.98892904176734,138.56750134781944,2,0
45,521.2402648933679,236.28624357139543,147.81399526266307,2,2
46,545.7117476884251,233.7964636222352,137.63059988862952,2,3
47,568.8818705987019,233.1559264459927,129.0016448177921,2,4
48,592.1424208075194,234.36555273025283,120.91347365244783,2,5
49,667.7673922586451,235.63147629028265,111.2848156390028,2,8
50,670.8367411285242,214.33825858549199,119.52503039108846,2,9
51,795.7834364596096,241.30316332766347,141.41621117380708,2,10
52,772.0229915098619,227.67658552191352,133.30390783661775,2,11
53,858.0523635968714,252.23672645963262,138.9964403169791,2,12
54,883.8302988450291,234.28505250547664,159.4974000419487,2,13
55,885.2110514419842,230.81629407601298,151.10671353862813,2,15
56,842.3053031624547,218.82306200642523,140.22898154321308,2,16
57,803.9763591292407,223.1382496606066,112.45216658744472,2,17
58,850.5869405494255,234.2634239160778,112.018465893333,2,19
59,874.7144188255546,240.4960460727748,113.62956979897066,2,20
60,895.4591253121797,247.7985086869611,109.95057515525481,2,21
61,898.975433508943,238.85741671856084,130.59259086547684,2,22
62,871.5739557508315,229.0782317026183,143.24331264708903,2,24
63,505.308038778814,274.2957416324064,159.19145330403228,3,0
64,563.7834641248696,287.6771274413219,138.54165464789108,3,1
65,609.6345838739264,276.5637827126098,139.46419806644656,3,2
66,665.279012801563,287.6434854604533,131.34356610514897,3,3
67,688.5134600057323,274.9907598091802,127.17653264018736,3,4
68,720.3995891544507,277.47447529101936,118.25156674228816,3,5
69,765.3324844212447,297.8310571547663,104.56824273420489,3,6
70,798.0498560239134,284.2580955141033,112.26172407739591,3,7
71,852.6415929690502,280.1338679745562,122.2232277895901,3,8
72,901.1694244048094,274.9010423483966,132.04275013127165,3,9
73,994.4596702735469,284.19661926440665,147.53274325582265,3,10
74,1003.5084226516324,278.1004072763021,145.26738083454842,3,11
75,1027.02147407749,268.8160569311415,152.43723075743225,3,12
