,cal_y,cal_x1,cal_x2,cal_coordsX,cal_coordsY
0,312.58561459656,114.61380289400478,137.40463175216917,0,6
1,318.39853163651065,119.50296137420338,106.627029385799,0,9
2,331.2741385336362,103.89096660716953,129.2442235667255,0,11
3,385.39620737526064,102.56334168318536,117.32540009763268,0,19
4,368.62375376115796,184.01893291536211,137.05806442202135,1,1
5,677.6228173484972,179.10412703045017,124.22072215781127,1,23
6,475.6060419724138,237.62845815747255,146.56686328383938,2,1
7,595.7060861874475,231.34390142729913,107.71795862721186,2,6
8,674.7591955879852,256.5147575030138,111.00119400067263,2,7
9,846.8968440881656,227.58021696374715,142.58994524871605,2,14
10,841.2599755277245,235.5908002133719,109.73165467726977,2,18
11,855.5881385349309,221.25785515005586,142.11214977288583,2,23
12,1098.4216016312491,293.86735873275234,142.43439243507265,3,14
13,980.4455731064841,256.2249747841954,127.38488442731193,3,15
14,880.4876099750903,305.8967233718726,118.61644609963048,4,6
15,1173.729665262573,308.7458938045362,116.79234812029313,4,16
16,1182.8567868113525,302.31933521523445,145.64628179533628,4,23
17,800.7499469614354,327.94969664456903,116.50785210910087,5,3
18,1197.5962743162656,309.81481215399486,135.2343290073176,5,24
19,641.5535976292771,297.13984472583525,113.71204236987631,6,1
20,799.2111375237637,307.55782898416226,111.66329022188143,6,3
21,1251.7358837693641,299.32655895905003,140.2330729757504,6,10
22,1235.93300722161,300.99781800696167,114.50940947737972,6,13
23,1308.8733324126176,313.20402644351424,112.73229487686308,6,17
24,771.011066774487,268.4512256792801,112.72255493278968,7,3
25,1203.466790988904,278.34747740566854,107.07306656473833,7,13
26,1123.3244826010975,280.26700451096144,115.80308916139532,7,24
27,793.3663261762119,226.2133113918734,113.57801207311574,8,4
28,1313.7152906708204,240.06139152386004,150.34340801414263,8,18
29,1025.6300334257098,179.7685676759496,147.0478434898255,9,7
30,1173.4570877236551,173.0237603146696,151.68342981030074,9,17
31,583.8091505683667,124.69500427564412,102.81703511955975,10,24
32,874.1431645998605,57.27819148480764,146.15340802170726,11,15
33,631.1858161992976,23.4620720321075,114.65498067707176,12,10
34,759.2528441644957,1.2012888501317889,151.2166220303245,12,13
35,562.1781567514721,-47.986774182340284,152.34909255642054,13,15
36,259.387002288154,-35.20191428845871,106.3540358005651,13,19
37,-27.67318859624893,-39.80061081779792,131.88577437105627,13,24
38,170.75938103706076,-59.083679615326844,139.42768716129183,14,2
39,298.71894291725374,-64.40095623833162,119.36269187524127,14,6
40,327.7016430243938,-66.7539799119697,115.438119099553,14,8
41,375.77727282260463,-71.94071103346917,125.2772966331822,14,9
42,541.4337287825982,-58.17262949280155,147.81113726827078,14,12
43,368.0511327222611,-60.401067903099545,129.28131389748356,14,16
44,182.1177851156255,-69.81953571563002,134.13451410249488,15,3
45,438.08910343618504,-76.77141919251162,150.0733232677037,15,14
46,180.90079653005597,-65.54116718724867,101.96323670035619,15,17
47,31.402062910004087,-84.60463430957523,139.0837296021071,15,21
48,-243.1105056546889,-91.73544710929379,144.11080710326192,15,24
49,196.92031943413286,-60.78222940733265,119.45542209666723,16,4
50,389.9593209784215,-55.78946141182621,128.8698175090996,16,9
51,60.46813784297091,-36.27523077668553,144.4132484719414,17,0
52,230.4777115112449,-44.792934979956996,103.04952402715739,17,6
53,233.13299695601643,-42.21960856189261,125.55313909390536,17,19
54,425.797867575629,68.5923244427142,105.75421525562956,19,3
55,648.9432770079547,59.313360722301866,145.4428094391063,19,19
56,400.1776170823245,48.000838366675524,127.68490513196669,19,23
57,841.9252451976294,125.38817352495137,113.83253517985293,20,14
58,875.0114641358722,125.46090909988581,124.07025448325227,20,16
59,662.5940089568252,181.99445619584645,112.87063513991711,21,1
60,1004.9292316011617,173.8101593458424,123.92984388335313,21,21
61,1065.8369016977838,197.26094742985535,111.1718381783725,21,23
62,1137.89059582658,240.82349058863443,115.13876387840352,22,10
63,1181.485151087141,284.9945344534948,138.25819714034486,23,6
64,1310.6164395493402,317.42969123026904,117.30710787768191,24,9
65,1496.0322333959095,309.1055487571906,152.77776772733108,24,16
66,1462.6492893292896,293.86704866848896,113.84834889223538,24,19
